#t	I	B	f
51.201	0	70	NAN	
51.301	0	70	NAN	
51.401	0	70	NAN	
51.501	0	70	NAN	
51.601	-0.0015	70	NAN	
51.701	0	70	NAN	
51.801	0	69.5	NAN	
51.901	0	70	NAN	
52.001	0	70	NAN	
52.101	0	70	NAN	
52.201	-0.0015	70	NAN	
52.301	-0.0015	70	NAN	
52.401	0	70	NAN	
52.501	-0.0015	70	NAN	
52.601	0	70	NAN	
52.701	0	70	NAN	
52.801	0	69.5	NAN	
52.901	0	70	NAN	
53.001	-0.0015	70	NAN	
53.101	0.0015	69.5	NAN	
53.201	0	70	NAN	
53.301	0	70	NAN	
53.401	-0.0015	70	NAN	
53.501	-0.021	66.5	NAN	
53.601	-0.0375	57.5	NAN	
53.701	-0.0735	44	NAN	
53.801	-0.1065	26.5	NAN	
53.901	-0.1215	18.5	NAN	
54.001	-0.1335	11.5	NAN	
54.101	-0.1425	6	NAN	
54.201	-0.1575	0	NAN	
54.301	-0.168	-6.5	NAN	
54.401	-0.1815	-13	NAN	
54.501	-0.192	-19	NAN	
54.601	-0.1995	-23	NAN	
54.701	-0.2085	-27.5	NAN	
54.801	-0.216	-31.5	NAN	
54.901	-0.228	-36.5	NAN	
55.001	-0.24	-43.5	NAN	
55.101	-0.2595	-50.5	NAN	
55.201	-0.273	-58.5	NAN	
55.301	-0.2835	-63.5	NAN	
55.401	-0.2955	-68.5	NAN	
55.501	-0.3105	-75.5	NAN	
55.601	-0.3195	-81	NAN	
55.701	-0.3285	-85	NAN	
55.801	-0.339	-89.5	NAN	
55.901	-0.348	-94.5	NAN	
56.001	-0.3525	-98	NAN	
56.101	-0.3615	-102	NAN	
56.201	-0.3735	-107.5	NAN	
56.301	-0.39	-114.5	NAN	
56.401	-0.402	-120.5	NAN	
56.501	-0.4065	-124	NAN	
56.601	-0.4125	-126.5	NAN	
56.701	-0.4155	-129	NAN	
56.801	-0.4215	-132	NAN	
56.901	-0.426	-134	NAN	
57.001	-0.444	-141	NAN	
57.101	-0.456	-147	NAN	
57.201	-0.468	-152	NAN	
57.301	-0.474	-156.5	NAN	
57.401	-0.4815	-160	NAN	
57.501	-0.495	-164.5	NAN	
57.601	-0.507	-169.5	NAN	
57.701	-0.5115	-173.5	NAN	
57.801	-0.519	-177.5	NAN	
57.901	-0.531	-182.5	NAN	
58.001	-0.5385	-187	NAN	
58.101	-0.543	-190	NAN	
58.201	-0.549	-192.5	NAN	
58.301	-0.555	-195	NAN	
58.401	-0.561	-199	NAN	
58.501	-0.57	-202.5	NAN	
58.601	-0.5805	-206.5	NAN	
58.701	-0.5865	-210	NAN	
58.801	-0.5955	-213.5	NAN	
58.901	-0.609	-218.5	NAN	
59.001	-0.6165	-222.5	NAN	
59.101	-0.6225	-226.5	NAN	
59.201	-0.6345	-231	NAN	
59.301	-0.6465	-235.5	NAN	
59.401	-0.654	-241	NAN	
59.501	-0.6615	-244	NAN	
59.601	-0.6735	-248.5	NAN	
59.701	-0.684	-253	NAN	
59.801	-0.693	-258	NAN	
59.901	-0.708	-263.5	NAN	
60.001	-0.729	-271.5	NAN	
60.101	-0.7425	-278	NAN	
60.201	-0.7485	-282	NAN	
60.301	-0.7575	-287	NAN	
60.401	-0.774	-292.5	NAN	
60.501	-0.786	-298	NAN	
60.601	-0.792	-302	NAN	
60.701	-0.8085	-307.5	NAN	
60.801	-0.822	-314.5	NAN	
60.901	-0.8295	-319	NAN	
61.001	-0.8445	-324	NAN	
61.101	-0.879	-335	NAN	
61.201	-0.9045	-346.5	NAN	
61.301	-0.9195	-354.5	NAN	
61.401	-0.93	-360.5	NAN	
61.501	-0.9405	-365.5	NAN	
61.601	-0.966	-374.5	NAN	
61.701	-0.981	-381	NAN	
61.801	-0.9915	-387	NAN	
61.901	-0.996	-390.5	NAN	
62.001	-1.0065	-394	NAN	
62.101	-1.014	-397.5	NAN	
62.201	-1.029	-403	NAN	
62.301	-1.053	-411	NAN	
62.401	-1.074	-418.5	NAN	
62.501	-1.0845	-424.5	NAN	
62.601	-1.0965	-430	NAN	
62.701	-1.116	-436.5	NAN	
62.801	-1.1355	-444	NAN	
62.901	-1.1445	-449	NAN	
63.001	-1.1595	-454.5	NAN	
63.101	-1.179	-461	NAN	
63.201	-1.1985	-468.5	NAN	
63.301	-1.2135	-474.5	NAN	
63.401	-1.239	-483	NAN	
63.501	-1.254	-490	NAN	
63.601	-1.269	-496	NAN	
